ms,adc_ch1,volt_ch1,adc_ch2,volt_ch2,rep
16,0,0.0,0,0.0,1
18,0,0.0,0,0.0,1
18,0,0.0,0,0.0,1
32,0,0.0,0,0.0,1
36,0,0.0,0,0.0,1
39,0,0.0,0,0.0,1
39,0,0.0,0,0.0,1
51,0,0.0,0,0.0,1
53,0,0.0,0,0.0,1
53,0,0.0,0,0.0,1
53,0,0.0,0,0.0,1
72,0,0.0,0,0.0,1
72,0,0.0,0,0.0,1
72,0,0.0,0,0.0,1
84,0,0.0,0,0.0,1
84,0,0.0,0,0.0,1
84,0,0.0,0,0.0,1
100,0,0.0,0,0.0,1
100,0,0.0,0,0.0,1
100,0,0.0,0,0.0,1
116,0,0.0,0,0.0,1
116,0,0.0,0,0.0,1
116,0,0.0,0,0.0,1
132,0,0.0,0,0.0,1
132,0,0.0,0,0.0,1
132,0,0.0,0,0.0,1
132,0,0.0,0,0.0,1
148,0,0.0,0,0.0,1
148,0,0.0,0,0.0,1
148,0,0.0,0,0.0,1
166,0,0.0,0,0.0,1
166,0,0.0,0,0.0,1
166,0,0.0,0,0.0,1
181,0,0.0,0,0.0,1
181,0,0.0,0,0.0,1
181,0,0.0,0,0.0,1
197,0,0.0,0,0.0,1
197,0,0.0,0,0.0,1
197,0,0.0,0,0.0,1
197,0,0.0,0,0.0,1
214,0,0.0,0,0.0,1
214,0,0.0,0,0.0,1
214,0,0.0,0,0.0,1
231,0,0.0,0,0.0,1
235,0,0.0,0,0.0,1
235,0,0.0,0,0.0,1
246,0,0.0,0,0.0,1
246,0,0.0,0,0.0,1
246,0,0.0,0,0.0,1
246,0,0.0,0,0.0,1
263,0,0.0,0,0.0,1
263,0,0.0,0,0.0,1
263,0,0.0,0,0.0,1
279,0,0.0,0,0.0,1
286,0,0.0,0,0.0,1
286,0,0.0,0,0.0,1
296,0,0.0,0,0.0,1
296,0,0.0,0,0.0,1
296,0,0.0,0,0.0,1
312,0,0.0,0,0.0,1
312,0,0.0,0,0.0,1
312,0,0.0,0,0.0,1
312,0,0.0,0,0.0,1
328,0,0.0,0,0.0,1
328,12,0.00967032967032967,0,0.0,1
328,0,0.0,0,0.0,1
345,12,0.00967032967032967,0,0.0,1
351,0,0.0,0,0.0,1
355,5,0.004029304029304029,0,0.0,1
355,0,0.0,0,0.0,1
367,0,0.0,0,0.0,1
367,0,0.0,0,0.0,1
367,0,0.0,0,0.0,1
367,0,0.0,0,0.0,1
386,0,0.0,0,0.0,1
392,0,0.0,0,0.0,1
394,0,0.0,0,0.0,1
394,0,0.0,0,0.0,1
406,0,0.0,0,0.0,1
411,0,0.0,0,0.0,1
