ms,adc_ch1,volt_ch1,adc_ch2,volt_ch2,rep
11,92,0.07413919413919413,0,0.0,1
11,101,0.08139194139194139,0,0.0,1
11,84,0.06769230769230769,0,0.0,1
27,102,0.0821978021978022,0,0.0,1
32,82,0.06608058608058608,0,0.0,1
37,94,0.07575091575091575,0,0.0,1
42,94,0.07575091575091575,0,0.0,1
43,82,0.06608058608058608,0,0.0,1
52,94,0.07575091575091575,0,0.0,1
53,87,0.0701098901098901,0,0.0,1
53,86,0.0693040293040293,0,0.0,1
68,89,0.07172161172161172,0,0.0,1
68,85,0.06849816849816849,0,0.0,1
68,97,0.07816849816849816,0,0.0,1
68,87,0.0701098901098901,0,0.0,1
85,93,0.07494505494505493,0,0.0,1
85,101,0.08139194139194139,0,0.0,1
85,111,0.08945054945054945,0,0.0,1
102,87,0.0701098901098901,0,0.0,1
107,83,0.06688644688644689,0,0.0,1
112,87,0.0701098901098901,0,0.0,1
117,94,0.07575091575091575,0,0.0,1
124,102,0.0821978021978022,0,0.0,1
129,103,0.083003663003663,0,0.0,1
132,107,0.08622710622710622,0,0.0,1
134,96,0.07736263736263736,0,0.0,1
134,95,0.07655677655677656,0,0.0,1
134,94,0.07575091575091575,0,0.0,1
154,84,0.06769230769230769,0,0.0,1
154,85,0.06849816849816849,0,0.0,1
154,98,0.07897435897435898,0,0.0,1
167,85,0.06849816849816849,0,0.0,1
167,111,0.08945054945054945,0,0.0,1
167,97,0.07816849816849816,0,0.0,1
183,107,0.08622710622710622,0,0.0,1
183,117,0.09428571428571428,0,0.0,1
183,122,0.09831501831501832,0,0.0,1
199,87,0.0701098901098901,0,0.0,1
199,109,0.08783882783882783,0,0.0,1
199,90,0.07252747252747253,0,0.0,1
199,106,0.08542124542124542,0,0.0,1
218,95,0.07655677655677656,0,0.0,1
224,95,0.07655677655677656,0,0.0,1
224,112,0.09025641025641025,0,0.0,1
232,93,0.07494505494505493,0,0.0,1
232,90,0.07252747252747253,0,0.0,1
232,107,0.08622710622710622,0,0.0,1
248,87,0.0701098901098901,0,0.0,1
248,86,0.0693040293040293,0,0.0,1
248,96,0.07736263736263736,0,0.0,1
248,105,0.0846153846153846,0,0.0,1
264,82,0.06608058608058608,0,0.0,1
264,92,0.07413919413919413,0,0.0,1
264,84,0.06769230769230769,0,0.0,1
281,97,0.07816849816849816,0,0.0,1
281,96,0.07736263736263736,0,0.0,1
281,96,0.07736263736263736,0,0.0,1
297,112,0.09025641025641025,0,0.0,1
301,86,0.0693040293040293,0,0.0,1
301,106,0.08542124542124542,0,0.0,1
314,85,0.06849816849816849,0,0.0,1
314,80,0.06446886446886446,0,0.0,1
314,95,0.07655677655677656,0,0.0,1
314,105,0.0846153846153846,0,0.0,1
330,111,0.08945054945054945,0,0.0,1
330,103,0.083003663003663,0,0.0,1
330,90,0.07252747252747253,0,0.0,1
347,102,0.0821978021978022,0,0.0,1
352,90,0.07252747252747253,0,0.0,1
357,68,0.0547985347985348,0,0.0,1
363,112,0.09025641025641025,0,0.0,1
368,111,0.08945054945054945,0,0.0,1
369,98,0.07897435897435898,0,0.0,1
379,125,0.10073260073260072,0,0.0,1
379,114,0.09186813186813186,0,0.0,1
379,109,0.08783882783882783,0,0.0,1
379,83,0.06688644688644689,0,0.0,1
395,102,0.0821978021978022,0,0.0,1
395,86,0.0693040293040293,0,0.0,1
395,112,0.09025641025641025,0,0.0,1
412,79,0.06366300366300366,0,0.0,1
417,83,0.06688644688644689,0,0.0,1
417,81,0.06527472527472526,0,0.0,1
428,96,0.07736263736263736,0,0.0,1
433,45,0.03626373626373627,0,0.0,1
437,130,0.10476190476190475,0,0.0,1
437,119,0.09589743589743589,0,0.0,1
444,99,0.07978021978021978,0,0.0,1
444,91,0.07333333333333333,0,0.0,1
444,91,0.07333333333333333,0,0.0,1
460,93,0.07494505494505493,0,0.0,1
460,91,0.07333333333333333,0,0.0,1
460,91,0.07333333333333333,0,0.0,1
477,95,0.07655677655677656,0,0.0,1
477,112,0.09025641025641025,0,0.0,1
477,85,0.06849816849816849,0,0.0,1
494,98,0.07897435897435898,0,0.0,1
499,83,0.06688644688644689,0,0.0,1
501,102,0.0821978021978022,0,0.0,1
509,81,0.06527472527472526,0,0.0,1
509,89,0.07172161172161172,0,0.0,1
509,84,0.06769230769230769,0,0.0,1
509,111,0.08945054945054945,0,0.0,1
525,126,0.10153846153846154,0,0.0,1
525,101,0.08139194139194139,0,0.0,1
525,90,0.07252747252747253,0,0.0,1
542,92,0.07413919413919413,0,0.0,1
549,89,0.07172161172161172,0,0.0,1
549,103,0.083003663003663,0,0.0,1
559,90,0.07252747252747253,0,0.0,1
564,103,0.083003663003663,0,0.0,1
568,81,0.06527472527472526,0,0.0,1
568,113,0.09106227106227105,0,0.0,1
574,91,0.07333333333333333,0,0.0,1
574,128,0.10315018315018315,0,0.0,1
574,85,0.06849816849816849,0,0.0,1
594,98,0.07897435897435898,0,0.0,1
599,110,0.08864468864468865,0,0.0,1
599,109,0.08783882783882783,0,0.0,1
607,85,0.06849816849816849,0,0.0,1
614,90,0.07252747252747253,0,0.0,1
617,155,0.1249084249084249,0,0.0,1
623,83,0.06688644688644689,0,0.0,1
627,112,0.09025641025641025,0,0.0,1
633,209,0.16842490842490843,0,0.0,1
633,363,0.2925274725274725,0,0.0,1
639,137,0.1104029304029304,0,0.0,1
639,164,0.13216117216117215,0,0.0,1
639,185,0.14908424908424908,0,0.0,1
657,227,0.1829304029304029,0,0.0,1
661,115,0.09267399267399268,0,0.0,1
661,187,0.15069597069597068,0,0.0,1
672,577,0.46498168498168496,0,0.0,1
677,105,0.0846153846153846,0,0.0,1
682,449,0.3618315018315018,0,0.0,1
685,287,0.23128205128205126,0,0.0,1
685,321,0.25868131868131866,9,0.007252747252747252,1
685,176,0.1418315018315018,11,0.008864468864468863,1
701,448,0.361025641025641,19,0.01531135531135531,1
706,335,0.26996336996336995,22,0.017728937728937726,1
706,464,0.3739194139194139,47,0.037875457875457874,1
717,116,0.09347985347985348,72,0.05802197802197802,1
724,627,0.5052747252747253,90,0.07252747252747253,1
728,511,0.4117948717948718,101,0.08139194139194139,1
728,172,0.1386080586080586,108,0.08703296703296703,1
739,138,0.1112087912087912,112,0.09025641025641025,1
739,337,0.2715750915750916,111,0.08945054945054945,1
739,263,0.21194139194139192,112,0.09025641025641025,1
754,355,0.28608058608058606,110,0.08864468864468865,1
754,832,0.6704761904761904,99,0.07978021978021978,1
754,160,0.12893772893772892,87,0.0701098901098901,1
766,66,0.05318681318681319,110,0.08864468864468865,1
766,413,0.33282051282051284,132,0.10637362637362638,1
766,241,0.1942124542124542,163,0.13135531135531134,1
782,64,0.051575091575091575,176,0.1418315018315018,1
782,247,0.19904761904761903,182,0.14666666666666667,1
782,89,0.07172161172161172,190,0.15311355311355312,1
799,93,0.07494505494505493,207,0.1668131868131868,1
802,300,0.24175824175824176,193,0.1555311355311355,1
802,368,0.29655677655677654,206,0.166007326007326,1
802,160,0.12893772893772892,192,0.15472527472527473,1
815,306,0.24659340659340656,178,0.14344322344322344,1
815,299,0.24095238095238095,171,0.1378021978021978,1
815,112,0.09025641025641025,170,0.13699633699633698,1
831,176,0.1418315018315018,161,0.12974358974358974,1
831,151,0.12168498168498168,163,0.13135531135531134,1
831,179,0.14424908424908423,160,0.12893772893772892,1
848,290,0.23369963369963367,172,0.1386080586080586,1
848,349,0.28124542124542123,195,0.1571428571428571,1
858,208,0.1676190476190476,193,0.1555311355311355,1
