ms,adc_ch1,volt_ch1,adc_ch2,volt_ch2,rep
7,0,0.0,0,0.0,1
7,0,0.0,0,0.0,1
7,0,0.0,0,0.0,1
24,0,0.0,0,0.0,1
27,0,0.0,0,0.0,1
32,0,0.0,0,0.0,1
36,0,0.0,0,0.0,1
36,0,0.0,0,0.0,1
36,0,0.0,0,0.0,1
53,0,0.0,0,0.0,1
55,0,0.0,0,0.0,1
55,0,0.0,0,0.0,1
68,0,0.0,0,0.0,1
74,0,0.0,0,0.0,1
79,0,0.0,0,0.0,1
83,0,0.0,0,0.0,1
88,0,0.0,0,0.0,1
93,0,0.0,0,0.0,1
98,0,0.0,0,0.0,1
103,0,0.0,0,0.0,1
103,0,0.0,0,0.0,1
103,0,0.0,0,0.0,1
103,0,0.0,0,0.0,1
125,0,0.0,0,0.0,1
129,0,0.0,0,0.0,1
135,0,0.0,0,0.0,1
140,0,0.0,0,0.0,1
140,0,0.0,0,0.0,1
140,0,0.0,0,0.0,1
152,0,0.0,0,0.0,1
160,0,0.0,0,0.0,1
165,0,0.0,0,0.0,1
168,0,0.0,0,0.0,1
170,0,0.0,0,0.0,1
170,0,0.0,0,0.0,1
170,0,0.0,0,0.0,1
190,0,0.0,0,0.0,1
190,0,0.0,0,0.0,1
190,0,0.0,0,0.0,1
203,0,0.0,0,0.0,1
210,0,0.0,0,0.0,1
210,24,0.01934065934065934,0,0.0,1
218,0,0.0,0,0.0,1
222,0,0.0,0,0.0,1
222,0,0.0,0,0.0,1
235,0,0.0,0,0.0,1
235,3,0.0024175824175824176,0,0.0,1
235,0,0.0,0,0.0,1
235,0,0.0,0,0.0,1
251,0,0.0,0,0.0,1
251,0,0.0,0,0.0,1
251,0,0.0,0,0.0,1
268,0,0.0,0,0.0,1
275,0,0.0,0,0.0,1
275,0,0.0,0,0.0,1
284,0,0.0,0,0.0,1
284,0,0.0,0,0.0,1
284,0,0.0,0,0.0,1
284,0,0.0,0,0.0,1
301,0,0.0,0,0.0,1
301,0,0.0,0,0.0,1
301,0,0.0,0,0.0,1
318,0,0.0,0,0.0,1
325,0,0.0,0,0.0,1
328,0,0.0,0,0.0,1
334,0,0.0,0,0.0,1
340,0,0.0,0,0.0,1
340,14,0.011282051282051281,0,0.0,1
340,0,0.0,0,0.0,1
350,0,0.0,0,0.0,1
350,0,0.0,0,0.0,1
350,0,0.0,0,0.0,1
366,0,0.0,0,0.0,1
366,1,0.0008058608058608059,0,0.0,1
366,0,0.0,0,0.0,1
383,0,0.0,0,0.0,1
390,0,0.0,0,0.0,1
390,0,0.0,0,0.0,1
399,0,0.0,0,0.0,1
399,0,0.0,0,0.0,1
399,0,0.0,0,0.0,1
415,0,0.0,0,0.0,1
415,14,0.011282051282051281,0,0.0,1
415,0,0.0,0,0.0,1
415,0,0.0,0,0.0,1
431,0,0.0,0,0.0,1
431,0,0.0,0,0.0,1
431,0,0.0,0,0.0,1
447,0,0.0,0,0.0,1
455,0,0.0,0,0.0,1
458,0,0.0,0,0.0,1
464,0,0.0,0,0.0,1
468,0,0.0,0,0.0,1
474,16,0.012893772893772894,0,0.0,1
480,0,0.0,0,0.0,1
480,0,0.0,0,0.0,1
480,0,0.0,0,0.0,1
480,0,0.0,0,0.0,1
496,0,0.0,0,0.0,1
496,0,0.0,0,0.0,1
496,0,0.0,0,0.0,1
513,0,0.0,0,0.0,1
518,0,0.0,0,0.0,1
523,0,0.0,0,0.0,1
529,0,0.0,0,0.0,1
535,0,0.0,0,0.0,1
535,0,0.0,0,0.0,1
535,0,0.0,0,0.0,1
548,0,0.0,0,0.0,1
548,0,0.0,0,0.0,1
548,0,0.0,0,0.0,1
561,0,0.0,0,0.0,1
561,0,0.0,0,0.0,1
561,9,0.007252747252747252,0,0.0,1
578,45,0.03626373626373627,0,0.0,1
578,54,0.04351648351648352,0,0.0,1
578,0,0.0,0,0.0,1
595,0,0.0,0,0.0,1
599,0,0.0,0,0.0,1
603,0,0.0,0,0.0,1
603,0,0.0,0,0.0,1
615,0,0.0,0,0.0,1
615,0,0.0,0,0.0,1
615,0,0.0,0,0.0,1
627,0,0.0,0,0.0,1
627,0,0.0,0,0.0,1
627,4,0.0032234432234432234,0,0.0,1
644,0,0.0,0,0.0,1
648,0,0.0,0,0.0,1
648,5,0.004029304029304029,0,0.0,1
660,0,0.0,0,0.0,1
660,0,0.0,0,0.0,1
660,0,0.0,0,0.0,1
660,0,0.0,0,0.0,1
678,0,0.0,0,0.0,1
685,0,0.0,0,0.0,1
690,0,0.0,0,0.0,1
692,0,0.0,0,0.0,1
698,0,0.0,0,0.0,1
701,0,0.0,0,0.0,1
701,0,0.0,0,0.0,1
701,0,0.0,0,0.0,1
717,21,0.016923076923076923,0,0.0,1
721,0,0.0,0,0.0,1
721,0,0.0,0,0.0,1
734,0,0.0,0,0.0,1
737,10,0.008058608058608058,0,0.0,1
737,0,0.0,0,0.0,1
737,0,0.0,0,0.0,1
750,34,0.0273992673992674,0,0.0,1
750,49,0.03948717948717949,0,0.0,1
750,0,0.0,0,0.0,1
765,29,0.02336996336996337,0,0.0,1
765,0,0.0,0,0.0,1
765,27,0.02175824175824176,0,0.0,1
783,43,0.03465201465201465,0,0.0,1
783,71,0.05721611721611722,0,0.0,1
783,10,0.008058608058608058,0,0.0,1
798,55,0.044322344322344324,0,0.0,1
798,0,0.0,0,0.0,1
798,253,0.20388278388278389,0,0.0,1
814,1,0.0008058608058608059,0,0.0,1
814,46,0.03706959706959707,0,0.0,1
814,0,0.0,0,0.0,1
830,0,0.0,0,0.0,1
830,0,0.0,13,0.010476190476190476,1
835,11,0.008864468864468863,13,0.010476190476190476,1
835,0,0.0,18,0.014505494505494505,1
846,23,0.018534798534798533,23,0.018534798534798533,1
846,0,0.0,38,0.03062271062271062,1
846,0,0.0,33,0.026593406593406595,1
862,192,0.15472527472527473,35,0.028205128205128206,1
862,250,0.20146520146520144,34,0.0273992673992674,1
862,0,0.0,26,0.02095238095238095,1
879,80,0.06446886446886446,27,0.02175824175824176,1
879,0,0.0,22,0.017728937728937726,1
879,465,0.3747252747252747,28,0.022564102564102562,1
895,0,0.0,37,0.029816849816849816,1
899,50,0.04029304029304029,34,0.0273992673992674,1
899,0,0.0,43,0.03465201465201465,1
899,192,0.15472527472527473,47,0.037875457875457874,1
911,246,0.19824175824175824,41,0.03304029304029304,1
911,45,0.03626373626373627,38,0.03062271062271062,1
911,219,0.17648351648351646,48,0.03868131868131868,1
928,147,0.11846153846153845,73,0.05882783882783882,1
935,48,0.03868131868131868,74,0.05963369963369963,1
935,80,0.06446886446886446,85,0.06849816849816849,1
944,0,0.0,82,0.06608058608058608,1
944,4,0.0032234432234432234,95,0.07655677655677656,1
944,115,0.09267399267399268,91,0.07333333333333333,1
960,120,0.09670329670329669,81,0.06527472527472526,1
965,80,0.06446886446886446,73,0.05882783882783882,1
965,51,0.0410989010989011,66,0.05318681318681319,1
965,0,0.0,69,0.0556043956043956,1
978,0,0.0,64,0.051575091575091575,1
978,215,0.17326007326007326,68,0.0547985347985348,1
978,176,0.1418315018315018,64,0.051575091575091575,1
993,0,0.0,55,0.044322344322344324,1
993,49,0.03948717948717949,62,0.04996336996336996,1
993,0,0.0,48,0.03868131868131868,1
1010,80,0.06446886446886446,42,0.033846153846153845,1
1010,0,0.0,39,0.03142857142857143,1
1010,53,0.04271062271062271,46,0.03706959706959707,1
1010,11,0.008864468864468863,39,0.03142857142857143,1
1029,112,0.09025641025641025,43,0.03465201465201465,1
1029,99,0.07978021978021978,37,0.029816849816849816,1
1029,0,0.0,33,0.026593406593406595,1
1042,20,0.016117216117216115,17,0.0136996336996337,1
1042,18,0.014505494505494505,13,0.010476190476190476,1
1042,0,0.0,13,0.010476190476190476,1
1060,89,0.07172161172161172,2,0.0016117216117216117,1
1060,176,0.1418315018315018,0,0.0,1
1060,0,0.0,12,0.00967032967032967,1
1075,0,0.0,1,0.0008058608058608059,1
1075,0,0.0,0,0.0,1
1075,0,0.0,0,0.0,1
1075,0,0.0,9,0.007252747252747252,1
1095,84,0.06769230769230769,0,0.0,1
1099,0,0.0,0,0.0,1
1099,0,0.0,0,0.0,1
1108,150,0.12087912087912088,0,0.0,1
1115,0,0.0,0,0.0,1
1118,0,0.0,0,0.0,1
1124,7,0.005641025641025641,0,0.0,1
1124,126,0.10153846153846154,0,0.0,1
1124,24,0.01934065934065934,0,0.0,1
1140,0,0.0,0,0.0,1
1140,0,0.0,0,0.0,1
1140,27,0.02175824175824176,0,0.0,1
1140,0,0.0,0,0.0,1
1160,27,0.02175824175824176,0,0.0,1
1163,0,0.0,0,0.0,1
1163,3,0.0024175824175824176,0,0.0,1
1173,51,0.0410989010989011,0,0.0,1
1173,16,0.012893772893772894,0,0.0,1
1173,0,0.0,0,0.0,1
1190,181,0.14586080586080585,0,0.0,1
1190,0,0.0,0,0.0,1
1190,41,0.03304029304029304,0,0.0,1
1190,0,0.0,0,0.0,1
1208,46,0.03706959706959707,0,0.0,1
1215,0,0.0,0,0.0,1
1215,0,0.0,0,0.0,1
1223,0,0.0,0,0.0,1
1230,9,0.007252747252747252,0,0.0,1
1233,0,0.0,0,0.0,1
1236,0,0.0,0,0.0,1
1236,6,0.004835164835164835,0,0.0,1
1236,0,0.0,0,0.0,1
1253,0,0.0,0,0.0,1
1257,42,0.033846153846153845,0,0.0,1
1257,0,0.0,0,0.0,1
1257,0,0.0,0,0.0,1
1269,54,0.04351648351648352,0,0.0,1
1269,92,0.07413919413919413,0,0.0,1
1269,0,0.0,0,0.0,1
1290,36,0.02901098901098901,0,0.0,1
1295,6,0.004835164835164835,0,0.0,1
1295,0,0.0,0,0.0,1
1305,32,0.025787545787545788,0,0.0,1
1305,61,0.04915750915750916,0,0.0,1
1305,0,0.0,0,0.0,1
1318,0,0.0,0,0.0,1
1318,0,0.0,0,0.0,1
1318,4,0.0032234432234432234,0,0.0,1
1334,0,0.0,0,0.0,1
1340,10,0.008058608058608058,0,0.0,1
1344,0,0.0,0,0.0,1
1344,0,0.0,0,0.0,1
1351,0,0.0,0,0.0,1
1351,48,0.03868131868131868,0,0.0,1
1351,5,0.004029304029304029,0,0.0,1
1368,0,0.0,0,0.0,1
1368,0,0.0,0,0.0,1
1368,0,0.0,0,0.0,1
1383,17,0.0136996336996337,0,0.0,1
1383,1,0.0008058608058608059,0,0.0,1
1383,0,0.0,0,0.0,1
1399,15,0.012087912087912087,0,0.0,1
1405,0,0.0,0,0.0,1
1410,0,0.0,0,0.0,1
1415,33,0.026593406593406595,0,0.0,1
1418,64,0.051575091575091575,0,0.0,1
1418,0,0.0,0,0.0,1
1418,51,0.0410989010989011,0,0.0,1
1432,48,0.03868131868131868,0,0.0,1
1432,0,0.0,0,0.0,1
1432,49,0.03948717948717949,0,0.0,1
1448,0,0.0,0,0.0,1
1448,0,0.0,0,0.0,1
1448,0,0.0,0,0.0,1
1465,0,0.0,0,0.0,1
1468,18,0.014505494505494505,0,0.0,1
1474,0,0.0,0,0.0,1
1480,37,0.029816849816849816,0,0.0,1
1483,10,0.008058608058608058,0,0.0,1
1483,0,0.0,0,0.0,1
1483,49,0.03948717948717949,0,0.0,1
1499,6,0.004835164835164835,0,0.0,1
1499,0,0.0,0,0.0,1
1499,0,0.0,0,0.0,1
1513,0,0.0,0,0.0,1
1513,0,0.0,0,0.0,1
1513,0,0.0,0,0.0,1
1529,62,0.04996336996336996,0,0.0,1
1535,30,0.024175824175824173,0,0.0,1
1540,141,0.11362637362637362,0,0.0,1
1545,85,0.06849816849816849,0,0.0,1
1545,0,0.0,0,0.0,1
1545,0,0.0,0,0.0,1
1545,9,0.007252747252747252,0,0.0,1
1563,0,0.0,0,0.0,1
1567,26,0.02095238095238095,0,0.0,1
1567,6,0.004835164835164835,0,0.0,1
1578,67,0.05399267399267399,0,0.0,1
1578,0,0.0,0,0.0,1
1578,0,0.0,0,0.0,1
1594,30,0.024175824175824173,0,0.0,1
1599,0,0.0,0,0.0,1
1603,64,0.051575091575091575,0,0.0,1
1603,0,0.0,0,0.0,1
1615,45,0.03626373626373627,0,0.0,1
1615,0,0.0,0,0.0,1
1615,0,0.0,0,0.0,1
1627,0,0.0,0,0.0,1
1627,17,0.0136996336996337,0,0.0,1
1627,0,0.0,0,0.0,1
1643,10,0.008058608058608058,0,0.0,1
1643,0,0.0,0,0.0,1
1643,47,0.037875457875457874,0,0.0,1
1660,27,0.02175824175824176,0,0.0,1
1660,0,0.0,0,0.0,1
1660,33,0.026593406593406595,0,0.0,1
1660,0,0.0,0,0.0,1
1679,29,0.02336996336996337,0,0.0,1
1685,68,0.0547985347985348,0,0.0,1
1685,26,0.02095238095238095,0,0.0,1
1695,22,0.017728937728937726,0,0.0,1
1695,0,0.0,0,0.0,1
1695,0,0.0,0,0.0,1
1708,0,0.0,0,0.0,1
1708,0,0.0,0,0.0,1
1708,16,0.012893772893772894,0,0.0,1
1725,0,0.0,0,0.0,1
1730,5,0.004029304029304029,0,0.0,1
1735,0,0.0,0,0.0,1
1740,80,0.06446886446886446,0,0.0,1
1743,0,0.0,0,0.0,1
1748,0,0.0,0,0.0,1
1753,0,0.0,0,0.0,1
1753,48,0.03868131868131868,0,0.0,1
1753,0,0.0,0,0.0,1
1769,11,0.008864468864468863,0,0.0,1
1773,0,0.0,0,0.0,1
1773,113,0.09106227106227105,0,0.0,1
1785,43,0.03465201465201465,0,0.0,1
1790,0,0.0,0,0.0,1
1795,48,0.03868131868131868,0,0.0,1
1795,0,0.0,0,0.0,1
1805,0,0.0,0,0.0,1
1810,37,0.029816849816849816,0,0.0,1
1810,25,0.020146520146520144,0,0.0,1
1818,65,0.052380952380952375,0,0.0,1
1825,0,0.0,0,0.0,1
1825,0,0.0,0,0.0,1
1834,112,0.09025641025641025,0,0.0,1
1834,0,0.0,0,0.0,1
1834,91,0.07333333333333333,0,0.0,1
1834,0,0.0,0,0.0,1
1855,39,0.03142857142857143,0,0.0,1
1860,14,0.011282051282051281,0,0.0,1
1860,0,0.0,0,0.0,1
1868,0,0.0,0,0.0,1
1875,5,0.004029304029304029,0,0.0,1
1875,16,0.012893772893772894,0,0.0,1
1884,0,0.0,0,0.0,1
1884,4,0.0032234432234432234,0,0.0,1
1884,0,0.0,0,0.0,1
1884,65,0.052380952380952375,0,0.0,1
1900,4,0.0032234432234432234,0,0.0,1
1900,0,0.0,0,0.0,1
1900,14,0.011282051282051281,0,0.0,1
1918,69,0.0556043956043956,0,0.0,1
1925,41,0.03304029304029304,0,0.0,1
1925,0,0.0,0,0.0,1
1934,0,0.0,0,0.0,1
1934,49,0.03948717948717949,0,0.0,1
1934,0,0.0,0,0.0,1
1949,0,0.0,0,0.0,1
1949,16,0.012893772893772894,0,0.0,1
1949,0,0.0,0,0.0,1
1965,0,0.0,0,0.0,1
1965,0,0.0,0,0.0,1
1965,0,0.0,0,0.0,1
1965,0,0.0,0,0.0,1
1981,0,0.0,0,0.0,1
1981,0,0.0,0,0.0,1
1981,0,0.0,0,0.0,1
1997,0,0.0,0,0.0,1
1997,38,0.03062271062271062,0,0.0,1
